"method","sim_label","subset","TN","FN","FP","TP","Precision","Recall","secs"
"fishash+_contingency","nguides_200_iter_7","nonzero",452290,660,5624,20068,0.781099174840417,0.968159011964492,1.10494804382324
"fishash_refit0","nguides_200_iter_8","full",3977154,1014,2256,19576,0.896665445218029,0.950752792617776,0.268757104873657
"fishash_refit0","nguides_200_iter_8","nonzero",466170,817,2256,19576,0.896665445218029,0.95993723336439,0.268757104873657
"fishash_refit10","nguides_200_iter_8","full",3978291,958,1119,19632,0.946074887957207,0.9534725594949,1.52570605278015
"fishash_refit10","nguides_200_iter_8","nonzero",467307,761,1119,19632,0.946074887957207,0.962683273672339,1.52570605278015
"fishash+_poisson","nguides_200_iter_8","full",3973998,814,5412,19776,0.785135778942354,0.960466245750364,0.837576866149902
"fishash+_poisson","nguides_200_iter_8","nonzero",463014,617,5412,19776,0.785135778942354,0.969744520178493,0.837576866149902
"fishash_poisson_rawd","nguides_200_iter_8","full",3978369,967,1041,19623,0.949622531939605,0.953035454103934,0.443847894668579
"fishash_poisson_rawd","nguides_200_iter_8","nonzero",467385,770,1041,19623,0.949622531939605,0.962241945765704,0.443847894668579
"fishash+_contingency","nguides_200_iter_8","full",3973786,812,5624,19778,0.778600110227541,0.96056338028169,1.5356559753418
"fishash+_contingency","nguides_200_iter_8","nonzero",462802,615,5624,19778,0.778600110227541,0.969842593046634,1.5356559753418
"fishash_refit0","nguides_200_iter_9","full",3977494,1048,1750,19708,0.918445335073166,0.949508575833494,0.260453939437866
"fishash_refit0","nguides_200_iter_9","nonzero",435804,828,1750,19708,0.918445335073166,0.959680560966108,0.260453939437866
"fishash_refit10","nguides_200_iter_9","full",3978122,1032,1122,19724,0.946176724551473,0.95027943727115,1.41913509368896
"fishash_refit10","nguides_200_iter_9","nonzero",436432,812,1122,19724,0.946176724551473,0.960459680560966,1.41913509368896
"fishash+_poisson","nguides_200_iter_9","full",3973421,878,5823,19878,0.773432940352515,0.957698978608595,0.505599975585938
"fishash+_poisson","nguides_200_iter_9","nonzero",431731,658,5823,19878,0.773432940352515,0.967958706661473,0.505599975585938
"fishash_poisson_rawd","nguides_200_iter_9","full",3978226,1045,1018,19711,0.950890057407497,0.949653112353054,0.343023061752319
"fishash_poisson_rawd","nguides_200_iter_9","nonzero",436536,825,1018,19711,0.950890057407497,0.959826645890144,0.343023061752319
"fishash+_contingency","nguides_200_iter_9","full",3973100,882,6144,19874,0.7638557921439,0.957506263249181,0.955532073974609
"fishash+_contingency","nguides_200_iter_9","nonzero",431410,662,6144,19874,0.7638557921439,0.967763926762758,0.955532073974609
"fishash_refit0","nguides_200_iter_10","full",3977235,1127,1971,19667,0.908910250485257,0.945801673559681,0.257137060165405
"fishash_refit0","nguides_200_iter_10","nonzero",423529,913,1971,19667,0.908910250485257,0.955636540330418,0.257137060165405
"fishash_refit10","nguides_200_iter_10","full",3978130,1069,1076,19725,0.94827171770588,0.948590939694143,1.39728188514709
"fishash_refit10","nguides_200_iter_10","nonzero",424424,855,1076,19725,0.94827171770588,0.958454810495627,1.39728188514709
"fishash+_poisson","nguides_200_iter_10","full",3973378,894,5828,19900,0.773476368159204,0.95700682889295,0.493902206420898
"fishash+_poisson","nguides_200_iter_10","nonzero",419672,680,5828,19900,0.773476368159204,0.966958211856171,0.493902206420898
"fishash_poisson_rawd","nguides_200_iter_10","full",3978246,1085,960,19709,0.953553631041657,0.947821486967394,0.342053890228271
"fishash_poisson_rawd","nguides_200_iter_10","nonzero",424540,871,960,19709,0.953553631041657,0.957677356656949,0.342053890228271
"fishash+_contingency","nguides_200_iter_10","full",3973020,894,6186,19900,0.762861304914514,0.95700682889295,0.944066047668457
"fishash+_contingency","nguides_200_iter_10","nonzero",419314,680,6186,19900,0.762861304914514,0.966958211856171,0.944066047668457
"fishash_refit0","nguides_2000_iter_1","full",39978475,766,578,20181,0.972156654944843,0.963431517639757,0.314938068389893
"fishash_refit0","nguides_2000_iter_1","nonzero",642259,501,578,20181,0.972156654944843,0.97577603713374,0.314938068389893
"fishash_refit10","nguides_2000_iter_1","full",39978511,751,542,20196,0.973864403510464,0.964147610636368,1.57287287712097
"fishash_refit10","nguides_2000_iter_1","nonzero",642295,486,542,20196,0.973864403510464,0.976501305483029,1.57287287712097
"fishash+_poisson","nguides_2000_iter_1","full",39976720,704,2333,20243,0.896660170092133,0.966391368692414,0.649596929550171
"fishash+_poisson","nguides_2000_iter_1","nonzero",640504,439,2333,20243,0.896660170092133,0.978773812977468,0.649596929550171
"fishash_poisson_rawd","nguides_2000_iter_1","full",39978525,752,528,20195,0.974521063552574,0.964099871103261,0.427713871002197
"fishash_poisson_rawd","nguides_2000_iter_1","nonzero",642309,487,528,20195,0.974521063552574,0.976452954259743,0.427713871002197
"fishash+_contingency","nguides_2000_iter_1","full",39976664,708,2389,20239,0.89442283896058,0.966200410559985,1.13117098808289
"fishash+_contingency","nguides_2000_iter_1","nonzero",640448,443,2389,20239,0.89442283896058,0.978580408084325,1.13117098808289
"fishash_refit0","nguides_2000_iter_2","full",39978668,750,540,20042,0.973763482654747,0.963928434013082,0.320846080780029
"fishash_refit0","nguides_2000_iter_2","nonzero",652072,487,540,20042,0.973763482654747,0.976277461152516,0.320846080780029
"fishash_refit10","nguides_2000_iter_2","full",39978710,736,498,20056,0.975771139437579,0.964601769911504,2.14681887626648
"fishash_refit10","nguides_2000_iter_2","nonzero",652114,473,498,20056,0.975771139437579,0.976959423254908,2.14681887626648
